"","ID_Year","Region","Site.Lat","Drought","Experiment_Date","SLA","Water_Content","Assimilation","Stomatal_Conductance","Period"
"1","S08_2011","2.Center","36.7_S08","D",100,335.675675675676,0.152352941176471,15.07279844,0.626262782,"Pre"
"2","S08_2011","2.Center","36.7_S08","D",91,216.598173515982,0.292,11.7710745666667,0.579306441666667,"Pre"
"3","S08_2011","2.Center","36.7_S08","W",97,264.178082191781,0.219,11.4921753733333,0.685492198666667,"Pre"
"4","S08_2011","2.Center","36.7_S08","W",107,285.173267326733,0.202,11.16424781,0.330439256666667,"Pre"
"5","S08_2011","2.Center","36.7_S08","D",88,302.098501070664,0.194583333333333,13.18934956,0.716251768,"Pre"
"6","S08_2011","2.Center","36.7_S08","D",88,204.219910846954,0.258846153846154,6.02698370466667,0.147525469666667,"Pre"
"7","S08_2011","2.Center","36.7_S08","W",91,240.400890868597,0.236315789473684,12.21325666,0.647000816666667,"Pre"
"8","S10_2011","2.Center","36.2_S10","D",85,225.791757049892,0.164642857142857,13.9076557566667,0.655088507666667,"Pre"
"9","S10_2011","2.Center","36.2_S10","D",88,261.423948220065,0.220714285714286,9.912102955,0.413377951,"Pre"
"10","S10_2011","2.Center","36.2_S10","W",101,315.825471698113,0.212,13.3058103466667,0.785659205666667,"Pre"
"11","S10_2011","2.Center","36.2_S10","D",101,317.113752122241,0.143658536585366,16.1545478833333,0.677211409666667,"Pre"
"12","S10_2011","2.Center","36.2_S10","D",87,160.334029227557,0.342142857142857,5.2508788295,0.04503979275,"Pre"
"13","S10_2011","2.Center","36.2_S10","W",104,204.872521246459,0.227741935483871,9.81286815666667,0.411868577333333,"Pre"
"14","S18_2010","2.Center","39.7_S18","D",111,246.498316498316,0.22,9.092615776,0.268491201333333,"Pre"
"15","S18_2010","2.Center","39.7_S18","W",118,391.601941747573,0.0980952380952381,14.89572931,0.610252125,"Pre"
"16","S18_2010","2.Center","39.7_S18","D",102,196.666666666667,0.2232,16.89652937,0.530853935,"Pre"
"17","S18_2010","2.Center","39.7_S18","D",107,259.517045454545,0.195555555555556,13.21070832,0.467102836333333,"Pre"
"18","S18_2010","2.Center","39.7_S18","W",90,175.31490015361,0.250384615384615,12.00683991,0.605980244666667,"Pre"
"19","S18_2010","2.Center","39.7_S18","W",100,163.58630952381,0.32,10.3872213066667,0.459033544666667,"Pre"
"20","S18_2010","2.Center","39.7_S18","D",102,367.098976109215,0.13952380952381,14.99654096,0.549031471666667,"Pre"
"21","S18_2010","2.Center","39.7_S18","D",106,313.581661891118,0.145416666666667,9.347639917,0.188854089,"Pre"
"22","S18_2010","2.Center","39.7_S18","W",94,163.298969072165,0.230952380952381,12.7609601,0.292344130333333,"Pre"
"23","S18_2010","2.Center","39.7_S18","D",106,181.150202976996,0.2956,13.8248416866667,0.603022273,"Pre"
"24","S18_2010","2.Center","39.7_S18","W",95,209.702479338843,0.275,8.777570394,0.364111712666667,"Pre"
"25","S18_2010","2.Center","39.7_S18","D",90,299.119170984456,0.193,7.12229913733333,0.415022651,"Pre"
"26","S18_2010","2.Center","39.7_S18","D",96,215.47268907563,0.23219512195122,7.45008999766667,0.150915963666667,"Pre"
"27","S18_2010","2.Center","39.7_S18","W",98,257.650485436893,0.206,13.2857983133333,0.697977678666667,"Pre"
"28","S18_2010","2.Center","39.7_S18","D",90,207.372881355932,0.228387096774194,13.62355859,0.598728483666667,"Pre"
"29","S18_2010","2.Center","39.7_S18","D",92,259.43661971831,0.169047619047619,12.0642850966667,0.256119856666667,"Pre"
"30","S18_2010","2.Center","39.7_S18","W",98,209.655172413793,0.248571428571429,11.35166752,0.560772461,"Pre"
"31","S18_2010","2.Center","39.7_S18","D",92,246.949152542373,0.213055555555556,15.8973864333333,0.697111656333333,"Pre"
"32","S18_2010","2.Center","39.7_S18","D",106,389.041095890411,0.121666666666667,15.3416807366667,0.479781228666667,"Pre"
"33","S18_2010","2.Center","39.7_S18","W",94,213.693379790941,0.260909090909091,12.6867690966667,0.622418444,"Pre"
"34","S18_2010","2.Center","39.7_S18","W",106,248.204488778055,0.190952380952381,8.197178861,0.220901326,"Pre"
"35","S18_2010","2.Center","39.7_S18","D",86,260.888888888889,0.16875,6.63238802366667,0.222160681333333,"Pre"
"36","S18_2010","2.Center","39.7_S18","D",87,186.513274336283,0.256818181818182,9.040398458,0.175545159333333,"Pre"
"37","S18_2010","2.Center","39.7_S18","W",116,393.685300207039,0.123846153846154,16.6005368633333,0.798352175333333,"Pre"
"38","S29_2010","2.Center","39.4_S29","W",112,268.039772727273,0.163720930232558,14.0766208833333,0.922056758,"Pre"
"39","S29_2010","2.Center","39.4_S29","D",90,347.992277992278,0.161875,18.2132954433333,0.670401558666667,"Pre"
"40","S29_2010","2.Center","39.4_S29","D",102,263.810264385692,0.16075,13.3965055333333,0.420791113333333,"Pre"
"41","S29_2010","2.Center","39.4_S29","W",92,137.288659793814,0.293939393939394,17.7822971466667,0.866563067666667,"Pre"
"42","S29_2010","2.Center","39.4_S29","W",105,295.454545454545,0.17741935483871,10.8093043566667,0.293789672,"Pre"
"43","S29_2010","2.Center","39.4_S29","D",85,203.988095238095,0.28,11.2352539733333,0.521994321666667,"Pre"
"44","S29_2010","2.Center","39.4_S29","W",95,231.233624454148,0.194893617021277,18.4504141666667,0.718505060333333,"Pre"
"45","S29_2010","2.Center","39.4_S29","D",103,326.21359223301,0.171666666666667,14.75729162,0.539188702666667,"Pre"
"46","S29_2010","2.Center","39.4_S29","D",87,167.248322147651,0.259130434782609,8.75102021233333,0.197858925,"Pre"
"47","S29_2010","2.Center","39.4_S29","W",103,294.721603563474,0.1796,16.4790732233333,0.548558077666667,"Pre"
"48","S29_2010","2.Center","39.4_S29","W",96,158.479338842975,0.3025,12.4448383666667,0.380507413,"Pre"
"49","S29_2010","2.Center","39.4_S29","D",102,329.502572898799,0.166571428571429,9.46319221666667,0.646130226,"Pre"
"50","S29_2010","2.Center","39.4_S29","W",103,232.955390334572,0.269,13.2132266566667,0.744796469,"Pre"
"51","S29_2010","2.Center","39.4_S29","W",96,302.869269949066,0.155,14.2452618733333,0.385394593,"Pre"
"52","S29_2010","2.Center","39.4_S29","W",104,258.081395348837,0.195454545454545,10.9660006766667,0.329374949666667,"Pre"
"53","S29_2010","2.Center","39.4_S29","W",113,366.160220994475,0.134074074074074,20.7139130566667,0.805790156333333,"Pre"
"54","S29_2010","2.Center","39.4_S29","W",92,172.913223140496,0.268888888888889,12.6985781633333,0.321619312,"Pre"
"55","S29_2010","2.Center","39.4_S29","D",93,227.546728971963,0.164615384615385,13.3822668533333,0.618821818,"Pre"
"56","S29_2010","2.Center","39.4_S29","D",105,246.978417266187,0.198571428571429,10.3679587233333,0.276535692333333,"Pre"
"57","S29_2010","2.Center","39.4_S29","W",97,216.215277777778,0.213333333333333,9.64437120833333,0.478607041333333,"Pre"
"58","S32_2010","2.Center","37.5_S32","D",91,286.594982078853,0.192413793103448,13.0743220733333,0.632930932333333,"Pre"
"59","S32_2010","2.Center","37.5_S32","D",87,238.151515151515,0.235714285714286,5.945890969,0.131638563,"Pre"
"60","S32_2010","2.Center","37.5_S32","W",94,231.687979539642,0.205789473684211,8.06133332666667,0.144013841666667,"Pre"
"61","S32_2010","2.Center","37.5_S32","D",85,176.43391521197,0.276551724137931,13.0663426533333,0.431505709,"Pre"
"62","S32_2010","2.Center","37.5_S32","D",87,204.012345679012,0.277714285714286,6.82330449733333,0.136246277333333,"Pre"
"63","S32_2010","2.Center","37.5_S32","W",93,306.459627329193,0.169473684210526,12.43816378,0.525490309,"Pre"
"64","S32_2010","2.Center","37.5_S32","D",82,196.228070175439,0.285,7.12780572233333,0.130422367333333,"Pre"
"65","S32_2010","2.Center","37.5_S32","D",84,197.257769652651,0.2735,1.81505876766667,0.053396821,"Pre"
